procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu----- -----timestamp-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st                CEST
 0  0  91819 158620  24345 181799    0    0     0     0  115   97  0  2 98  0  0 2020-05-25 19:42:20
 0  0  91819 158838  24345 181799    0    0     0     0   22   33  0  1 99  0  0 2020-05-25 19:42:21
 0  0  91819 158838  24348 181799    0    0     0     0   76   92  0  0 100  0  0 2020-05-25 19:42:22
 0  0  91819 158838  24348 181799    0    0     0    12   35   53  0  0 100  0  0 2020-05-25 19:42:23
 0  0  91819 158838  24348 181799    0    0     0     0  107   91  0  1 99  0  0 2020-05-25 19:42:24
 0  0  91819 158931  24348 181734    0    0     0     0   62   61  0  0 100  0  0 2020-05-25 19:42:25
 0  0  91819 158931  24348 181734    0    0     0     0  142  120  0  0 100  0  0 2020-05-25 19:42:26
 0  0  91819 158931  24331 181734    0    0     0    12   36   61  0  0 99  1  0 2020-05-25 19:42:27
 0  0  91819 158838  24331 181734    0    0     0     8  120  119  1  1 98  0  0 2020-05-25 19:42:28
 0  0  91819 158838  24331 181734    0    0     0     0  138  135  0  0 100  0  0 2020-05-25 19:42:29
 0  0  91819 158838  24331 181734    0    0     0     0  125  118  0  0 100  0  0 2020-05-25 19:42:30
 0  0  91819 158931  24331 181734    0    0     0     0  198  183  0  2 98  0  0 2020-05-25 19:42:31
 0  0  91819 158931  24318 181734    0    0     0    20  103  121  0  2 98  0  0 2020-05-25 19:42:32
 0  0  91819 158838  24318 181734    0    0     0    12  230  196  1  2 97  0  0 2020-05-25 19:42:33
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu----- -----timestamp-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st                CEST
 0  0  91819 158838  24318 181734    0    0     0     0   26   48  1  0 99  0  0 2020-05-25 19:42:34
 0  0  91819 158838  24318 181734    0    0     0     0   31   37  0  0 100  0  0 2020-05-25 19:42:35
 0  0  91819 158838  24318 181734    0    0     0     0   78   68  0  0 100  0  0 2020-05-25 19:42:36
 0  0  91819 158838  24422 181734    0    0     0    12   32   56  0  0 99  1  0 2020-05-25 19:42:37
 0  0  91819 158838  24422 181734    0    0     0     0   70   70  0  0 100  0  0 2020-05-25 19:42:38
 0  0  91819 158838  24422 181734    0    0     0     0   81   81  1  2 97  0  0 2020-05-25 19:42:39
 1  0  91819 158838  24422 181734    0    0     0     0   87   81  0  0 100  0  0 2020-05-25 19:42:40
 0  0  91819 158931  24422 181734    0    0     0     0  127  139  0  3 97  0  0 2020-05-25 19:42:41
 0  0  91819 158931  24254 181734    0    0     0     0  459  388  0  3 97  0  0 2020-05-25 19:42:42
 0  0  91819 158927  24254 181734    0    0     0    12   86  103  0  0 100  0  0 2020-05-25 19:42:43
 0  0  91819 158927  24254 181734    0    0     0     0   50   60  0  1 99  0  0 2020-05-25 19:42:44
 0  0  91819 158538  24254 181734    0    0     0     0  152  140  0  0 100  0  0 2020-05-25 19:42:45
 0  0  91819 158931  24254 181734    0    0     0     0   75   66  0  0 100  0  0 2020-05-25 19:42:46
 0  0  91819 158931  24267 181734    0    0     0     0   54   51  0  0 100  0  0 2020-05-25 19:42:47
 0  0  91819 158931  24267 181734    0    0     0    12   29   52  0  1 99  0  0 2020-05-25 19:42:48
 0  0  91819 158931  24267 181734    0    0     0     4   56   58  0  0 100  0  0 2020-05-25 19:42:49
 0  0  91819 158931  24267 181734    0    0     0     0   60   80  8  0 92  0  0 2020-05-25 19:42:50
 0  0  91819 158838  24267 181734    0    0     0     0   73   75  0  0 100  0  0 2020-05-25 19:42:51
 0  0  91819 158838  24267 181734    0    0     0     0  113  135  1  1 98  0  0 2020-05-25 19:42:52
 0  0  91819 158838  24316 181734    0    0     0    12   38   63  0  0 100  0  0 2020-05-25 19:42:53
 0  0  91819 158838  24316 181734    0    0     0     0   83   75  0  0 100  0  0 2020-05-25 19:42:54
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu----- -----timestamp-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st                CEST
 0  0  91819 158838  24316 181734    0    0     0     0   51   54  0  1 99  0  0 2020-05-25 19:42:55
 0  0  91819 158838  24316 181734    0    0     0     0   66   55  0  1 99  0  0 2020-05-25 19:42:56
 0  0  91819 158806  24316 181734    0    0     0     0  690  542  0  8 92  0  0 2020-05-25 19:42:57
 2  0  91819 158706  24381 181734    0    0     0    12  873  772 10 12 78  1  0 2020-05-25 19:42:58
 3  0  91819 158706  24381 181842    0    0     0     0 2032 3294 78 22  0  0  0 2020-05-25 19:42:59
 0  0  91819 158262  24381 181842    0    0     0     0 1805 1233 35 15 51  0  0 2020-05-25 19:43:00
 0  0  91819 158262  24381 181842    0    0     0     0  710  576  0  8 92  0  0 2020-05-25 19:43:01
 0  0  91819 158233  24381 181842    0    0     0     0 1197  897 28  6 66  0  0 2020-05-25 19:43:02
 1  0  91819 158233  24348 181807    0    0     0    12  828  682 12 10 78  0  0 2020-05-25 19:43:03
 0  0  91819 158262  24348 181807    0    0     0     8  714  588  1  7 92  0  0 2020-05-25 19:43:04
 0  0  91819 158262  24348 181807    0    0     0     0  494  412  6  1 93  0  0 2020-05-25 19:43:05
 0  0  91819 158262  24348 181807    0    0     0     0  697  585 24  3 73  0  0 2020-05-25 19:43:06
 0  0  91819 158597  24348 181807    0    0     0    20  160  132  0  1 98  1  0 2020-05-25 19:43:07
 0  0  91819 158390  24348 181807    0    0     0     0  441  375  3  5 92  0  0 2020-05-25 19:43:08
 0  0  91819 158354  24373 181807    0    0     0     0  407  343  0  5 95  0  0 2020-05-25 19:43:09
 0  0  91819 158262  24373 181807    0    0     0     0  271  234  5  1 94  0  0 2020-05-25 19:43:10
 0  0  91819 158443  24373 181807    0    0     0     0  163  140  0  1 99  0  0 2020-05-25 19:43:11
 0  0  91819 158390  24373 181807    0    0     0     0  491  419  4  4 92  0  0 2020-05-25 19:43:12
 0  0  91819 158262  24373 181807    0    0     0     0  555  447  4  4 92  0  0 2020-05-25 19:43:13
 1  0  91819 158597  24412 181807    0    0     0    12  638  554 12  2 85  0  0 2020-05-25 19:43:14
 0  0  91819 158590  24412 181807    0    0     0     0  566  472 36  5 59  0  0 2020-05-25 19:43:15
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu----- -----timestamp-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st                CEST
 1  0  91819 158390  24412 181807    0    0     0     0  889  648 66  5 29  0  0 2020-05-25 19:43:16
 0  0  91819 158538  24412 181807    0    0     0     0  192  146  0  0 100  0  0 2020-05-25 19:43:17
 0  0  91819 158538  24412 181807    0    0     0     0  116  109  0  0 100  0  0 2020-05-25 19:43:18
 0  0  91819 158538  24361 181807    0    0     0    16   57   76  0  1 99  0  0 2020-05-25 19:43:19
 0  0  91819 158590  24361 181807    0    0     0     0   73   70  0  1 99  0  0 2020-05-25 19:43:20
 0  0  91819 158538  24361 181807    0    0     0     0   90   87  0  0 100  0  0 2020-05-25 19:43:21
 0  0  91819 158678  24361 181807    0    0     0     0   89   85  0  0 100  0  0 2020-05-25 19:43:22
 0  0  91819 158678  24359 181807    0    0     0    12   40   58  1  0 99  0  0 2020-05-25 19:43:23
 0  0  91819 158678  24359 181807    0    0     0     0  105   92  0  1 99  0  0 2020-05-25 19:43:24
 0  0  91819 158678  24359 181807    0    0     0     0   32   44  0  0 100  0  0 2020-05-25 19:43:25
 0  0  91819 159833  24359 181807    0    0     0     0  176  150  0  3 97  0  0 2020-05-25 19:43:26
 0  0  91819 158678  24359 181807    0    0     0     0   61   58  0  0 100  0  0 2020-05-25 19:43:27
 0  0  91819 158678  24346 181807    0    0     0     0  108   94  0  1 99  0  0 2020-05-25 19:43:28
 0  0  91819 158674  24346 181807    0    0     0     0  136  127  0  0 100  0  0 2020-05-25 19:43:29
 0  0  91819 158931  24346 181734    0    0     0     0  166  153  7  1 92  0  0 2020-05-25 19:43:30
 0  0  91819 158674  24346 181827    0    0     0     0  115  227  0  5 95  0  0 2020-05-25 19:43:31
 0  0  91819 158674  24346 181827    0    0     0     0  324  411  0  6 94  0  0 2020-05-25 19:43:32
 0  0  91819 158678  24366 181827    0    0     0    12  168  171  0  0 100  0  0 2020-05-25 19:43:33
 0  0  91819 163574  24366 181827    0    0     0     0   45   47  0  1 99  0  0 2020-05-25 19:43:34
 0  0  91819 158674  24366 181827    0    0     0     0  115   94  0  0 100  0  0 2020-05-25 19:43:35
 1  0  91819 158674  24366 181827    0    0     0     4  155  152  0  1 99  0  0 2020-05-25 19:43:36
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu----- -----timestamp-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st                CEST
 0  0  91819 158674  24366 181827    0    0     0     0  206  176  0  2 98  0  0 2020-05-25 19:43:37
 1  0  91819 158678  24366 181827    0    0     0     0  110   96  0  2 98  0  0 2020-05-25 19:43:38
 0  0  91819 158678  24501 181842    0    0     0    12  116  115  0  0 99  1  0 2020-05-25 19:43:39
 0  0  91819 158590  24501 181842    0    0     0     0  192  159  0  3 97  0  0 2020-05-25 19:43:40
 0  0  91819 158678  24501 181842    0    0     0    12  182  177  0  2 98  0  0 2020-05-25 19:43:41
 0  0  91819 158674  24501 181842    0    0     0     0  204  182  0  3 97  0  0 2020-05-25 19:43:42
 0  0  91819 158678  24363 181842    0    0     0    12  110  122  0  1 99  0  0 2020-05-25 19:43:43
 0  0  91819 158590  24363 181842    0    0     0     0  211  186  0  2 98  0  0 2020-05-25 19:43:44
 1  0  91819 158590  24363 181842    0    0     0     4  168  159  1  1 98  0  0 2020-05-25 19:43:45
 0  0  91819 158590  24363 181842    0    0     0     0  249  195  0  2 98  0  0 2020-05-25 19:43:46
 0  0  91819 158538  24363 181842    0    0     0     0  175  146  0  0 100  0  0 2020-05-25 19:43:47
 0  0  91819 159833  24392 181842    0    0     0    12  233  209  1  2 97  0  0 2020-05-25 19:43:48
 0  0  91819 159833  24392 181842    0    0     0     0  124  132  9  1 90  0  0 2020-05-25 19:43:49
 1  0  91819 159943  24392 181842    0    0     0     0  194  171  5  4 91  0  0 2020-05-25 19:43:50
 0  0  91819 159943  24391 181842    0    0     0    12  207  186  0  5 95  0  0 2020-05-25 19:43:51
 0  0  91819 159833  24391 181842    0    0     0     0   93   86  0  0 100  0  0 2020-05-25 19:43:52
 0  0  91819 159943  24391 181842    0    0     0     0  206  184  0  1 99  0  0 2020-05-25 19:43:53
 0  0  91819 159833  24391 181842    0    0     0     0  137  108  0  1 99  0  0 2020-05-25 19:43:54
 0  0  91819 159833  24489 181842    0    0     0    12  510  441  4  6 89  1  0 2020-05-25 19:43:55
 0  0  91819 159909  24489 181842    0    0     0     0  155  147  0  1 99  0  0 2020-05-25 19:43:56
 0  0  91819 160020  24489 181842    0    0     0     0  224  196  0  3 97  0  0 2020-05-25 19:43:57
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu----- -----timestamp-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st                CEST
 0  0  91819 159966  24489 181842    0    0     0     0  220  183  0  3 97  0  0 2020-05-25 19:43:58
 0  0  91819 160020  24489 181842    0    0     0     0  332  286  0  2 98  0  0 2020-05-25 19:43:59
 0  0  91819 160020  24483 181842    0    0     0    12  185  304  0  6 94  0  0 2020-05-25 19:44:00
 0  0  91819 158674  24483 181842    0    0     0     0  271  228  0  0 100  0  0 2020-05-25 19:44:01
 0  0  91819 158678  24483 181842    0    0     0     0  171  166  0  1 99  0  0 2020-05-25 19:44:02
 1  0  91819 158678  24483 181842    0    0     0     0  199  167  7  2 91  0  0 2020-05-25 19:44:03
 0  0  91819 158674  24346 181842    0    0     0     0   41   59  0  0 100  0  0 2020-05-25 19:44:04
 0  0  91819 158806  24346 181842    0    0     0     0  859  636 28  8 64  0  0 2020-05-25 19:44:05
 0  0  91819 158678  24346 181807    0    0     0    12   74   95  0  2 97  1  0 2020-05-25 19:44:06
 1  0  91819 158678  24346 181807    0    0     0     0  370  442 34  5 61  0  0 2020-05-25 19:44:07
 1  0  91819 158932  24503 181807    0    0     0     0  695  504  0  4 96  0  0 2020-05-25 19:44:08
 1  0  91819 158932  24503 181807    0    0     0    12  691  601 22  7 68  1  0 2020-05-25 19:44:09
 0  0  91819 159084  24503 181807    0    0     0     8  647  409  9  5 86  0  0 2020-05-25 19:44:10
 0  0  91819 159084  24503 181807    0    0     0     0  330  245  0  2 98  0  0 2020-05-25 19:44:11
 0  0  91819 159192  24445 181807    0    0     0     0  550  438  1  5 94  0  0 2020-05-25 19:44:12
 2  0  91819 159192  24445 181807    0    0     0    20  793  619 68  8 24  0  0 2020-05-25 19:44:13
 0  0  91819 159192  24445 181807    0    0     0     0  281  235  3  6 91  0  0 2020-05-25 19:44:14
 0  0  91819 159234  24445 181807    0    0     0     0  547  417  2  4 94  0  0 2020-05-25 19:44:15
